gene_id	gene_name	gene_type	strand	TPM.H1	FPKM.H1	SPIN.H1	TPM.HFF	FPKM.HFF	SPIN.HFF	ABC_h3k4me3.H1	ABC_h3k4me3.HFF	ABC_pol2.H1	ABC_pol2.HFF
ENSG00000008083.13	JARID2	protein_coding	+	128.55	112.49	Interior_Act1	4.05	3.26	Interior_Act1	672.744	1326.28	66.8329	194.372
ENSG00000008086.11	CDKL5	protein_coding	+	8.4	7.35	Interior_Act1	0.9	0.73	Interior_Repr2	3.18844	0	1.23229	0
ENSG00000008118.9	CAMK1G	protein_coding	+	0.56	0.49	Interior_Act3	0.58	0.47	Interior_Repr2	0	94.46	0	38.8224
ENSG00000008128.22	CDK11A	protein_coding	-	24.47	21.42	Speckle	25.24	20.32	Speckle	3.33787	5.38045	2.54923	7.75947
ENSG00000008130.15	NADK	protein_coding	-	48.18	42.17	Speckle	25.48	20.5	Speckle	38.7286	67.9256	13.9865	23.3571
ENSG00000008196.12	TFAP2B	protein_coding	+	0	0	Interior_Repr1	0	0	Lamina	64.934	13.0718	17.7324	5.0465
ENSG00000008197.4	TFAP2D	protein_coding	+	0	0	Interior_Repr1	0	0	Lamina	23.1012	0	10.1586	0
ENSG00000008226.19	DLEC1	protein_coding	+	0.41	0.36	Interior_Act1	0.52	0.42	Interior_Repr1	59.1622	26.0948	16.0991	7.16661
ENSG00000008256.15	CYTH3	protein_coding	-	6.37	5.58	Interior_Act1	18.87	15.18	Speckle	7.42262	10.2181	5.02703	2.34993
ENSG00000008277.14	ADAM22	protein_coding	+	11.47	10.04	Lamina	0	0	Lamina	159.25	0	19.253	0
ENSG00000008282.8	SYPL1	protein_coding	-	31	27.13	Interior_Act3	11.58	9.32	Interior_Act1	9.53624	521.853	9.36159	1534.37
ENSG00000008283.15	CYB561	protein_coding	-	12.56	10.99	Interior_Act2	7.59	6.11	Speckle	189.661	167.285	31.4895	79.5094
ENSG00000008294.20	SPAG9	protein_coding	-	34.24	29.97	Interior_Act1	17.29	13.92	Speckle	1291.61	1309.73	398.431	495.266
ENSG00000008300.16	CELSR3	protein_coding	-	15.85	13.87	Speckle	3.87	3.12	Speckle	484.086	282.328	371.025	128.429
ENSG00000008311.14	AASS	protein_coding	-	211.69	185.25	Interior_Act3	4.44	3.58	Lamina	203.47	15.2487	59.0088	4.45134
ENSG00000008323.15	PLEKHG6	protein_coding	+	13.7	11.99	Speckle	0	0	Speckle	7.5772	22.5311	31.3507	26.0269
ENSG00000008324.11	SS18L2	protein_coding	+	44.42	38.87	Interior_Act1	9.55	7.69	Interior_Repr1	664.805	199.64	487.388	54.3717
ENSG00000008382.15	MPND	protein_coding	+	14.87	13.01	Speckle	4.11	3.31	Speckle	157.543	80.585	147.734	58.0803
ENSG00000008394.12	MGST1	protein_coding	+	237.52	207.85	Lamina	334.93	269.55	Interior_Repr2	28.3283	36.7479	22.3074	16.0482
ENSG00000008405.11	CRY1	protein_coding	-	13.46	11.77	Interior_Act1	3.98	3.2	Interior_Repr2	61.4317	100.336	36.7157	80.1283
ENSG00000008438.4	PGLYRP1	protein_coding	-	0	0	Speckle	0	0	Speckle	66.0467	16.1226	48.1073	10.1139
ENSG00000008441.16	NFIX	protein_coding	+	0.11	0.09	Speckle	38.91	31.32	Speckle	360.188	527.517	180.616	298.023
ENSG00000008513.15	ST3GAL1	protein_coding	-	3	2.63	Interior_Repr1	5.58	4.49	Interior_Act1	334.841	1898.03	185.811	1668.37
ENSG00000008516.16	MMP25	protein_coding	+	14.32	12.53	Speckle	0	0	Speckle	811.812	56.6482	241.53	21.6786
ENSG00000008517.16	IL32	protein_coding	+	1.45	1.27	Speckle	14.27	11.49	Speckle	61.5195	0	18.2854	0
ENSG00000008710.19	PKD1	protein_coding	-	28.28	24.75	Speckle	154.74	124.53	Speckle	53.4621	75.8878	28.4651	25.7954
ENSG00000008735.13	MAPK8IP2	protein_coding	+	2.93	2.57	Speckle	0.54	0.44	Speckle	10.7099	0	0.940247	0
ENSG00000008838.19	MED24	protein_coding	-	48.62	42.55	Speckle	38.4	30.9	Speckle	415.381	386.567	236.474	119.467
ENSG00000008853.16	RHOBTB2	protein_coding	+	6.49	5.68	Interior_Act1	4.57	3.68	Speckle	7.15583	52.967	3.60194	31.9447
ENSG00000008869.11	HEATR5B	protein_coding	-	6.77	5.93	Interior_Act3	9.87	7.94	Interior_Act3	0	0	0	0
ENSG00000008952.16	SEC62	protein_coding	+	36.41	31.86	Interior_Act3	71.08	57.21	Interior_Repr2	122.165	56.3691	40.6331	80.2238
ENSG00000008988.9	RPS20	protein_coding	-	1333	1166.47	Interior_Repr1	1084.23	872.58	Interior_Act1	35.3677	34.2047	257.437	62.7903
ENSG00000009307.15	CSDE1	protein_coding	-	340.84	298.26	Interior_Act2	168.94	135.96	Interior_Act3	476.604	54.3498	859.599	18.3511
ENSG00000009335.17	UBE3C	protein_coding	+	29.03	25.4	Interior_Act1	13.37	10.76	Interior_Repr1	19.1921	59.6905	2.746	23.564
ENSG00000009413.15	REV3L	protein_coding	-	3.54	3.09	Interior_Act3	7.85	6.32	Interior_Act3	142.46	414.566	77.2052	533.547
ENSG00000009694.13	TENM1	protein_coding	-	0.96	0.84	Lamina	0	0	Interior_Repr2	0	0	0	0
ENSG00000009709.11	PAX7	protein_coding	+	0.01	0.01	Speckle	0	0	Interior_Repr1	37.7481	0	10.8121	0
ENSG00000009724.16	MASP2	protein_coding	-	0.64	0.56	Speckle	0.04	0.03	Interior_Act1	0	0	0	0
ENSG00000009765.14	IYD	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Repr2	0	0	0	0
ENSG00000009780.15	FAM76A	protein_coding	+	8.68	7.59	Speckle	4.98	4.01	Speckle	25.7304	243.494	41.4464	86.1407
ENSG00000009790.14	TRAF3IP3	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Act3	0	6.1755	0	13.0034
ENSG00000009830.11	POMT2	protein_coding	-	24.13	21.11	Interior_Act1	13.65	10.99	Interior_Act2	376.974	193.119	86.4251	46.7701
ENSG00000009844.15	VTA1	protein_coding	+	34.13	29.86	Lamina	27.87	22.43	Interior_Act3	0	129.219	0	36.1253
ENSG00000009950.15	MLXIPL	protein_coding	-	5.07	4.44	Speckle	0.27	0.21	Speckle	661.11	113.687	159.139	12.4387
ENSG00000009954.10	BAZ1B	protein_coding	-	46.63	40.8	Speckle	15.8	12.71	Speckle	256.604	53.1821	175.769	27.756
ENSG00000010017.12	RANBP9	protein_coding	-	19.68	17.22	Interior_Act1	22.3	17.95	Interior_Act3	74.8332	153.669	46.394	152.596
ENSG00000010030.13	ETV7	protein_coding	-	0.29	0.26	Speckle	0.59	0.47	Speckle	10.2606	184.149	1.2824	58.6891
ENSG00000010072.15	SPRTN	protein_coding	+	8.1	7.09	Interior_Act2	3.55	2.85	Interior_Repr2	313.021	567.171	40.6132	90.7978
ENSG00000010165.19	METTL13	protein_coding	+	35.61	31.16	Interior_Act3	7.15	5.76	Interior_Act3	101.87	166.563	16.9085	141.015
ENSG00000010219.13	DYRK4	protein_coding	+	5.64	4.94	Interior_Act2	49.86	40.13	Near_Lm1	117.367	59.8487	93.9296	14.5672
ENSG00000010244.18	ZNF207	protein_coding	+	144.04	126.05	Interior_Act2	62.73	50.48	Speckle	259.069	174.895	57.8664	41.1353
ENSG00000010256.10	UQCRC1	protein_coding	-	166.3	145.53	Speckle	127.66	102.74	Speckle	383.63	473.867	114.13	153.314
ENSG00000010270.13	STARD3NL	protein_coding	+	21.77	19.05	Near_Lm2	13.48	10.85	Interior_Repr2	13.6621	0	4.87437	0
ENSG00000010278.13	CD9	protein_coding	+	90.18	78.91	Speckle	28.73	23.12	Speckle	37.9332	260.986	44.5811	155.413
ENSG00000010282.14	HHATL	protein_coding	-	0	0	Interior_Act1	0	0	Interior_Repr1	2.3146	0	0.887052	0
ENSG00000010292.12	NCAPD2	protein_coding	+	70.99	62.12	Speckle	10.68	8.59	Speckle	1784.03	661.476	720.575	185.932
ENSG00000010295.19	IFFO1	protein_coding	-	6.35	5.56	Speckle	26.35	21.21	Speckle	120.756	434.951	70.8048	315.165
ENSG00000010310.8	GIPR	protein_coding	+	0.71	0.62	Speckle	0.15	0.12	Speckle	399.481	92.9961	146.395	16.7675
ENSG00000010318.20	PHF7	protein_coding	+	5.09	4.45	Speckle	2.73	2.2	Speckle	66.8586	89.4852	27.731	29.6027
ENSG00000010319.6	SEMA3G	protein_coding	-	0.79	0.69	Speckle	0	0	Speckle	49.1471	10.152	36.5468	24.4369
ENSG00000010322.15	NISCH	protein_coding	+	38.62	33.8	Speckle	69.88	56.24	Speckle	1070.53	363.708	171.651	41.6717
ENSG00000010327.10	STAB1	protein_coding	+	1.03	0.9	Speckle	0.13	0.1	Speckle	37.6124	0	12.0374	0
ENSG00000010361.13	FUZ	protein_coding	-	18.22	15.95	Speckle	9.24	7.44	Speckle	390.309	40.1726	199.444	12.5887
ENSG00000010379.15	SLC6A13	protein_coding	-	0.12	0.11	Speckle	0.18	0.15	Interior_Act2	0	5.71314	0	1.60038
ENSG00000010404.17	IDS	protein_coding	-	10.71	9.37	Interior_Act3	33.67	27.1	Interior_Repr1	0.310974	0	6.05785	0
ENSG00000010438.16	PRSS3	protein_coding	+	0	0	Interior_Act1	9.09	7.32	Interior_Act1	39.0157	13.9854	10.3852	8.31427
ENSG00000010539.11	ZNF200	protein_coding	-	5.29	4.63	Speckle	3.41	2.75	Speckle	129.324	34.3894	39.5569	22.8013
ENSG00000010610.9	CD4	protein_coding	+	1.81	1.59	Speckle	0.03	0.02	Speckle	104.165	217.487	31.1352	47.8253
ENSG00000010626.14	LRRC23	protein_coding	+	1.35	1.18	Speckle	10.66	8.58	Speckle	917.315	917.315	927.636	510.964
ENSG00000010671.15	BTK	protein_coding	-	0.11	0.09	Interior_Repr2	0.1	0.08	Interior_Act1	396.952	42.4647	679.032	22.1385
ENSG00000010704.18	HFE	protein_coding	+	1.05	0.92	Interior_Act1	7.63	6.14	Interior_Act1	172.866	343.785	145.592	111.079
ENSG00000010803.16	SCMH1	protein_coding	-	8.93	7.81	Interior_Act2	24.19	19.47	Interior_Act1	2.6563	154.749	4.17023	242.504
ENSG00000010810.17	FYN	protein_coding	-	52.2	45.68	Interior_Act3	54.17	43.6	Interior_Act1	70.5355	953.225	29.9344	229.803
ENSG00000010818.9	HIVEP2	protein_coding	-	3.25	2.84	Interior_Act3	4.25	3.42	Interior_Act3	220.923	599.328	39.1264	197.533
ENSG00000010932.16	FMO1	protein_coding	+	0.03	0.03	Interior_Act3	0.04	0.03	Interior_Act3	6.62402	0	5.5064	0
ENSG00000011007.12	ELOA	protein_coding	+	32.78	28.68	Speckle	15.93	12.82	Speckle	111.583	32.7815	68.6784	13.0102
ENSG00000011009.10	LYPLA2	protein_coding	+	74.1	64.84	Speckle	37.23	29.96	Speckle	375.129	0	123.694	0
ENSG00000011021.22	CLCN6	protein_coding	+	13.95	12.21	Speckle	7.73	6.22	Interior_Repr1	346.92	129.011	171.536	100.317
ENSG00000011028.13	MRC2	protein_coding	+	12.98	11.36	Interior_Act1	241.19	194.11	Speckle	67.5226	204.235	10.5947	51.5583
ENSG00000011052.21	NME1-NME2	protein_coding	+	4.31	3.77	Interior_Act1	24.58	19.78	Interior_Act1	284.886	460.208	91.4518	202.275
ENSG00000011083.8	SLC6A7	protein_coding	+	0.04	0.03	Interior_Act1	0	0	Speckle	0	19.9523	0	33.237
ENSG00000011105.13	TSPAN9	protein_coding	+	15.6	13.66	Speckle	6.24	5.03	Interior_Act2	115.275	943.109	41.9401	192.386
ENSG00000011114.14	BTBD7	protein_coding	-	24.76	21.66	Interior_Act2	5.89	4.74	Interior_Repr1	3.04113	68.518	3.2767	13.386
ENSG00000011132.11	APBA3	protein_coding	-	11.48	10.05	Speckle	18.05	14.52	Speckle	29.1893	90.3196	36.7377	73.6086
ENSG00000011143.16	MKS1	protein_coding	-	11.63	10.18	Speckle	6.24	5.02	Near_Lm1	0	0	0	0
ENSG00000011198.9	ABHD5	protein_coding	+	8.83	7.72	Interior_Act1	14.81	11.91	Interior_Repr1	507.014	204.856	287.073	56.3096
ENSG00000011201.11	ANOS1	protein_coding	-	31.69	27.73	Interior_Act1	0	0	Interior_Repr2	0	0	0	0
ENSG00000011243.17	AKAP8L	protein_coding	-	73.95	64.71	Interior_Act2	65.02	52.33	Speckle	1818.31	1560.35	943.875	918.183
ENSG00000011258.15	MBTD1	protein_coding	-	27.58	24.13	Interior_Act1	3.52	2.84	Interior_Act1	51.0427	155.954	19.3641	24.5471
ENSG00000011260.13	UTP18	protein_coding	+	46.03	40.28	Interior_Repr1	7.93	6.38	Interior_Repr1	870.186	559.664	360.952	104.619
ENSG00000011275.18	RNF216	protein_coding	-	16.87	14.76	Speckle	12.84	10.33	Speckle	4.54454	62.9507	0.924701	27.6188
ENSG00000011295.15	TTC19	protein_coding	+	29.51	25.83	Speckle	9	7.24	Speckle	121.511	76.1626	125.509	35.1712
ENSG00000011304.19	PTBP1	protein_coding	+	476.66	417.12	Speckle	116.45	93.71	Speckle	699.571	852.143	245.598	686.419
ENSG00000011332.19	DPF1	protein_coding	-	8.35	7.31	Speckle	1	0.81	Speckle	367.083	7.99349	71.7636	3.75208
ENSG00000011347.9	SYT7	protein_coding	-	5.62	4.92	Speckle	0.07	0.06	Speckle	172.843	88.1689	43.6593	76.4727
ENSG00000011376.10	LARS2	protein_coding	+	29.99	26.25	Speckle	3.17	2.55	Interior_Act1	116.282	205.353	15.1674	53.8356
ENSG00000011405.13	PIK3C2A	protein_coding	-	68.14	59.62	Interior_Act1	9.55	7.69	Interior_Repr1	46.4753	342.619	26.5813	887.258
ENSG00000011422.11	PLAUR	protein_coding	-	12.33	10.79	Interior_Act2	49.29	39.67	Speckle	62.6106	775.224	36.9843	239.103
ENSG00000011426.10	ANLN	protein_coding	+	48.37	42.32	Interior_Repr1	9.82	7.9	Interior_Act1	0	33.269	0	21.0281
ENSG00000011451.19	WIZ	protein_coding	-	17.84	15.61	Interior_Act2	30.58	24.61	Interior_Act2	254.338	195.345	115.505	73.1575
ENSG00000011454.16	RABGAP1	protein_coding	+	20.56	17.99	Interior_Act1	16.79	13.51	Interior_Act3	158.538	496.709	160.605	316.875
ENSG00000011465.16	DCN	protein_coding	-	0	0	Lamina	390.14	313.98	Interior_Act3	2.56669	115.489	1.16771	175.205
ENSG00000011478.11	QPCTL	protein_coding	+	13.53	11.84	Speckle	16.34	13.15	Speckle	507.464	466.044	241.92	123.49
ENSG00000011485.14	PPP5C	protein_coding	+	59.94	52.46	Speckle	37.51	30.18	Speckle	154.823	58.9086	78.4836	11.2708
ENSG00000011523.13	CEP68	protein_coding	+	12.45	10.9	Interior_Act1	3.48	2.8	Interior_Act1	188.2	252.446	185.466	91.66
ENSG00000011566.14	MAP4K3	protein_coding	-	33.84	29.61	Interior_Act3	17.36	13.97	Interior_Act3	38.6095	428.771	17.2969	380.458
ENSG00000011590.13	ZBTB32	protein_coding	+	0.27	0.23	Speckle	0	0	Speckle	210.009	56.1491	71.7221	7.79513
ENSG00000011600.11	TYROBP	protein_coding	-	0	0	Speckle	0	0	Speckle	70.8589	0	11.5817	0
ENSG00000011638.10	TMEM159	protein_coding	+	17.42	15.24	Interior_Act2	13.18	10.61	Near_Lm1	30.0181	193.16	15.3212	78.3606
ENSG00000011677.12	GABRA3	protein_coding	-	3.63	3.18	Interior_Repr2	0	0	Interior_Repr2	0	0	0	0
ENSG00000012048.21	BRCA1	protein_coding	-	21.07	18.44	Speckle	2.53	2.04	Speckle	1087.54	992.972	625.23	382.554
ENSG00000012061.15	ERCC1	protein_coding	-	23.98	20.98	Speckle	67.45	54.28	Speckle	783.619	619.788	238.964	143.54
ENSG00000012124.16	CD22	protein_coding	+	0.32	0.28	Interior_Act2	0.67	0.54	Interior_Act2	0	0	0	0
ENSG00000012171.19	SEMA3B	protein_coding	+	2.55	2.23	Speckle	35.49	28.56	Speckle	306.386	259.235	121.587	114.75
ENSG00000012174.11	MBTPS2	protein_coding	+	3.97	3.47	Interior_Act3	2.57	2.07	Interior_Repr2	94.6767	69.0469	51.307	52.1061
ENSG00000012211.12	PRICKLE3	protein_coding	-	5.69	4.98	Interior_Act2	5.28	4.25	Speckle	0	30.4008	0	11.9546
ENSG00000012223.12	LTF	protein_coding	-	0.53	0.47	Speckle	0	0	Interior_Repr1	31.155	38.4207	21.0126	25.0801
ENSG00000012232.8	EXTL3	protein_coding	+	41.68	36.47	Interior_Act1	4.92	3.96	Interior_Repr1	310.115	212.181	121.95	141.162
ENSG00000012504.14	NR1H4	protein_coding	+	0.03	0.03	Interior_Act3	0	0	Interior_Repr2	0	0	0	0
ENSG00000012660.13	ELOVL5	protein_coding	-	83.71	73.25	Interior_Repr1	29.86	24.03	Interior_Act1	0	123.772	0	49.6788
ENSG00000012779.10	ALOX5	protein_coding	+	0.84	0.74	Near_Lm1	0.05	0.04	Near_Lm1	16.4778	0	3.33036	0
ENSG00000012822.15	CALCOCO1	protein_coding	-	10.9	9.54	Speckle	201.45	162.12	Speckle	13.8804	0	1.41964	0
ENSG00000012963.14	UBR7	protein_coding	+	15.27	13.36	Interior_Act2	6.7	5.39	Interior_Repr1	178.614	313.307	63.7084	62.0042
ENSG00000012983.11	MAP4K5	protein_coding	-	18.5	16.19	Interior_Act1	25.2	20.28	Interior_Act2	145.297	449.786	102.71	167.305
ENSG00000013016.15	EHD3	protein_coding	+	6.43	5.63	Interior_Repr2	10.9	8.77	Interior_Repr2	19.797	48.4002	11.0711	37.0026
ENSG00000013275.7	PSMC4	protein_coding	+	67.79	59.32	Interior_Act2	73.15	58.87	Interior_Act2	212.326	539.042	20.7965	84.786
ENSG00000013288.8	MAN2B2	protein_coding	+	2.16	1.89	Interior_Act2	19.91	16.02	Interior_Act2	43.5029	48.8151	14.8409	12.3264
ENSG00000013293.5	SLC7A14	protein_coding	-	0.51	0.45	Interior_Act3	0.32	0.26	Interior_Act3	23.9635	19.3002	21.6681	10.4269
ENSG00000013297.11	CLDN11	protein_coding	+	6.7	5.86	Interior_Act3	26.86	21.62	Interior_Act3	2.18368	7.77786	2.06059	12.8361
ENSG00000013306.15	SLC25A39	protein_coding	-	107.55	94.12	Speckle	77.85	62.65	Speckle	402.144	478.663	37.7215	81.7085
ENSG00000013364.18	MVP	protein_coding	+	1.03	0.9	Speckle	130.67	105.16	Speckle	169.006	138.177	34.7217	31.9437
ENSG00000013374.16	NUB1	protein_coding	+	23.33	20.42	Speckle	18.34	14.76	Interior_Act1	31.8814	242.891	35.7558	137.955
ENSG00000013375.15	PGM3	protein_coding	-	32.48	28.42	Lamina	32.77	26.38	Interior_Act3	35.7229	124.057	24.1805	74.2181
ENSG00000013392.7	RWDD2A	protein_coding	+	1.91	1.68	Lamina	4.66	3.75	Interior_Act3	38.0787	113.046	26.8459	42.3437
ENSG00000013441.15	CLK1	protein_coding	-	18.88	16.52	Interior_Act3	31.71	25.52	Interior_Act1	192.034	281.218	143.792	208.434
ENSG00000013503.9	POLR3B	protein_coding	+	7.07	6.18	Interior_Repr1	4.34	3.49	Interior_Act3	131.175	1087.34	74.8314	895.93
ENSG00000013523.9	ANGEL1	protein_coding	-	14.41	12.61	Interior_Act1	8.97	7.22	Near_Lm1	417.289	42.7415	164.452	27.0551
ENSG00000013561.17	RNF14	protein_coding	+	10.87	9.51	Interior_Act1	17.07	13.74	Interior_Act1	131.069	79.9567	71.7495	72.2945
ENSG00000013563.13	DNASE1L1	protein_coding	-	4.67	4.09	Interior_Act2	65.5	52.71	Speckle	20.3108	37.1032	7.5892	6.49568
ENSG00000013573.16	DDX11	protein_coding	+	75.48	66.05	Interior_Act1	9.28	7.47	Near_Lm1	27.8975	36.7091	4.94388	12.2837
ENSG00000013583.9	HEBP1	protein_coding	-	30.1	26.34	Interior_Act1	64.06	51.55	Interior_Act1	435.729	355.309	67.6928	78.0011
ENSG00000013588.8	GPRC5A	protein_coding	+	0.55	0.48	Interior_Act1	119.92	96.51	Interior_Act1	6.71445	721.325	3.61887	445.214
ENSG00000013619.13	MAMLD1	protein_coding	+	0.05	0.05	Interior_Act3	4.07	3.28	Interior_Act1	39.743	199.589	14.8287	79.7062
ENSG00000013725.14	CD6	protein_coding	+	0.04	0.04	Interior_Act2	0	0	Interior_Repr1	0.899182	13.2516	0.926157	10.0008
ENSG00000013810.18	TACC3	protein_coding	+	79.39	69.48	Speckle	18.48	14.88	Speckle	290.865	66.4512	336.679	30.9682
ENSG00000014123.9	UFL1	protein_coding	+	5.48	4.8	Lamina	9.35	7.52	Lamina	19.1331	40.9828	6.76475	15.4349
ENSG00000014138.8	POLA2	protein_coding	+	16.76	14.67	Speckle	5.28	4.25	Speckle	575.972	749.954	191.691	204.066
ENSG00000014164.6	ZC3H3	protein_coding	-	11.98	10.48	Speckle	10.57	8.51	Speckle	32.2094	78.1131	17.0952	39.5416
ENSG00000014216.15	CAPN1	protein_coding	+	104.28	91.25	Speckle	81.74	65.78	Speckle	1859.81	1241.61	784.018	295.112
ENSG00000014257.15	ACPP	protein_coding	+	0.64	0.56	Interior_Repr1	0	0	Interior_Repr2	15.001	3.98664	3.87077	3.73868
ENSG00000014641.17	MDH1	protein_coding	+	189.33	165.68	Interior_Act1	57.92	46.62	Interior_Act3	852.143	1468.86	540.131	521.214
ENSG00000014824.13	SLC30A9	protein_coding	+	36.07	31.56	Interior_Act1	14.41	11.6	Interior_Act2	92.9266	66.2708	33.682	23.1088
ENSG00000014914.20	MTMR11	protein_coding	-	2.57	2.25	Speckle	10.54	8.48	Interior_Act1	124.679	115.894	299.478	146.882
ENSG00000014919.12	COX15	protein_coding	-	19.63	17.18	Interior_Act1	10.83	8.71	Interior_Act1	104.352	181.053	50.8247	185.495
ENSG00000015133.18	CCDC88C	protein_coding	-	30.99	27.12	Interior_Act1	0.46	0.37	Near_Lm1	77.7795	27.9917	297.789	18.3955
ENSG00000015153.14	YAF2	protein_coding	-	1.17	1.02	Interior_Repr1	11.91	9.59	Interior_Act1	0	180.062	0	36.8515
ENSG00000015171.19	ZMYND11	protein_coding	+	14.3	12.52	Interior_Act2	23.93	19.26	Interior_Act1	1.79892	54.214	0.487747	21.9867
ENSG00000015285.10	WAS	protein_coding	+	0.34	0.29	Speckle	0.4	0.32	Speckle	0	44.3559	0	7.30337
ENSG00000015413.9	DPEP1	protein_coding	+	1.68	1.47	Speckle	0	0	Speckle	174.521	52.7241	50.2071	70.7461
ENSG00000015475.18	BID	protein_coding	-	21.1	18.46	Near_Lm1	24.99	20.11	Interior_Act2	358.736	792.683	203.262	259.382
ENSG00000015479.18	MATR3	protein_coding	+	208.97	182.87	Interior_Act1	53.18	42.8	Interior_Act1	573.078	928.28	304.162	237.23
ENSG00000015520.14	NPC1L1	protein_coding	-	0.03	0.03	Speckle	0	0	Speckle	0	0	0	0
ENSG00000015532.9	XYLT2	protein_coding	+	15.02	13.14	Speckle	14.8	11.91	Speckle	136.607	60.6897	364.902	48.1268
ENSG00000015568.12	RGPD5	protein_coding	+	14.01	12.26	Interior_Act2	10	8.05	Interior_Act2	0	0	0	0
ENSG00000015592.16	STMN4	protein_coding	-	0.06	0.06	Interior_Repr1	0	0	Near_Lm1	0	0	0	0
ENSG00000015676.17	NUDCD3	protein_coding	-	50.29	44.01	Speckle	22.34	17.98	Speckle	29.8548	50.1687	23.5204	18.4928
ENSG00000016082.14	ISL1	protein_coding	+	0.1	0.09	Speckle	1.05	0.85	Speckle	18.406	70.0795	2.95423	28.3634
ENSG00000016391.10	CHDH	protein_coding	-	5.54	4.85	Interior_Act2	0	0	Interior_Repr1	127.084	0	50.4863	0
ENSG00000016402.13	IL20RA	protein_coding	-	0.89	0.78	Interior_Act3	0	0	Interior_Repr2	12.24	0	28.3588	0
ENSG00000016490.15	CLCA1	protein_coding	+	0	0	Lamina	0	0	Interior_Repr2	0	9.91423	0	1.57274
ENSG00000016602.9	CLCA4	protein_coding	+	0	0	Lamina	0	0	Interior_Repr2	0	0	0	0
ENSG00000016864.18	GLT8D1	protein_coding	-	18.02	15.77	Speckle	75.78	60.99	Speckle	221.601	39.8126	46.065	52.3554
ENSG00000017260.19	ATP2C1	protein_coding	+	36.78	32.18	Interior_Repr1	28.84	23.21	Interior_Repr2	218.126	711.709	30.0998	443.508
ENSG00000017427.16	IGF1	protein_coding	-	0	0	Lamina	2.85	2.3	Interior_Repr2	0.675811	20.3785	0.00434309	26.7489
ENSG00000017483.14	SLC38A5	protein_coding	-	38.07	33.32	Interior_Act2	0	0	Interior_Act2	10.2115	0	12.5366	0
ENSG00000017797.12	RALBP1	protein_coding	+	36.38	31.83	Interior_Act1	16.34	13.15	Interior_Act2	0	39.8294	0	20.4203
ENSG00000018189.12	RUFY3	protein_coding	+	17.78	15.56	Interior_Act3	49.91	40.16	Interior_Act1	180.398	619.439	48.8215	412.33
ENSG00000018236.14	CNTN1	protein_coding	+	11.7	10.24	Near_Lm2	0	0	Near_Lm2	1.70972	0	0.132702	0
ENSG00000018280.16	SLC11A1	protein_coding	+	0.23	0.2	Interior_Act1	0.02	0.02	Speckle	105.669	22.7787	16.8648	4.28425
ENSG00000018408.14	WWTR1	protein_coding	-	9.98	8.73	Interior_Act3	10.15	8.17	Interior_Act3	473.447	1107.39	709.643	1149.24
ENSG00000018510.14	AGPS	protein_coding	+	31.01	27.14	Interior_Act3	4.75	3.82	Interior_Act3	18.8908	96.0963	8.19919	43.5571
ENSG00000018610.14	CXorf56	protein_coding	-	15.93	13.94	Interior_Act1	10.16	8.17	Interior_Act1	146.867	0	27.2503	0
ENSG00000018625.14	ATP1A2	protein_coding	+	21.3	18.64	Interior_Act1	6.22	5	Interior_Act1	32.7815	27.6764	36.5594	32.3393
ENSG00000018699.12	TTC27	protein_coding	+	15.64	13.69	Interior_Act3	4.56	3.67	Interior_Act1	0	45.6562	0	35.9317
ENSG00000018869.16	ZNF582	protein_coding	-	3.09	2.7	Interior_Act2	1.54	1.24	Interior_Repr1	144.359	0	57.259	0
ENSG00000019102.11	VSIG2	protein_coding	-	0.04	0.04	Interior_Act3	0	0	Interior_Repr1	57.0768	0	16.4612	0
ENSG00000019144.18	PHLDB1	protein_coding	+	40.18	35.16	Speckle	92.7	74.61	Speckle	516.637	1341.4	659.959	762.515
ENSG00000019169.10	MARCO	protein_coding	+	0.03	0.02	Interior_Act1	0	0	Interior_Repr2	0	0	0	0
ENSG00000019186.9	CYP24A1	protein_coding	-	0	0	Near_Lm2	0	0	Near_Lm1	0	0	0	0
ENSG00000019485.13	PRDM11	protein_coding	+	6.26	5.48	Interior_Act2	1.39	1.12	Interior_Act2	3.29083	13.8587	4.82747	2.52518
ENSG00000019505.7	SYT13	protein_coding	-	7.08	6.2	Interior_Act2	0	0	Near_Lm1	0	0	0	0
ENSG00000019549.11	SNAI2	protein_coding	-	0.82	0.72	Interior_Repr1	37.36	30.07	Interior_Act1	19.7266	2639.78	4.68997	2213.57
ENSG00000019582.14	CD74	protein_coding	-	24.62	21.55	Interior_Act1	3.81	3.07	Speckle	153.171	42.4375	87.8218	22.5891
ENSG00000019991.16	HGF	protein_coding	-	0.32	0.28	Lamina	1.07	0.86	Interior_Act3	0.0145453	34.1943	0.722786	13.7808
ENSG00000019995.6	ZRANB1	protein_coding	+	10.71	9.37	Interior_Act1	6.66	5.36	Interior_Act1	84.1733	158.503	35.9025	58.4772
ENSG00000020129.15	NCDN	protein_coding	+	19.03	16.66	Speckle	21.57	17.36	Interior_Act1	175.536	206.613	79.0633	191.144
ENSG00000020181.17	ADGRA2	protein_coding	+	2.41	2.11	Interior_Act1	70.82	57	Speckle	153.212	1130.62	45.7827	791.618
