gene_id	gene_name	gene_type	strand	TPM.H1	FPKM.H1	SPIN.H1	TPM.HFF	FPKM.HFF	SPIN.HFF
ENSG00000010379.15	SLC6A13	protein_coding	-	0.12	0.11	Speckle	0.18	0.15	Interior_Act2
ENSG00000010404.17	IDS	protein_coding	-	10.71	9.37	Interior_Act3	33.67	27.1	Interior_Repr1
ENSG00000010438.16	PRSS3	protein_coding	+	0	0	Interior_Act1	9.09	7.32	Interior_Act1
ENSG00000010539.11	ZNF200	protein_coding	-	5.29	4.63	Speckle	3.41	2.75	Speckle
ENSG00000010610.9	CD4	protein_coding	+	1.81	1.59	Speckle	0.03	0.02	Speckle
ENSG00000010626.14	LRRC23	protein_coding	+	1.35	1.18	Speckle	10.66	8.58	Speckle
ENSG00000010671.15	BTK	protein_coding	-	0.11	0.09	Interior_Repr2	0.1	0.08	Interior_Act1
ENSG00000010704.18	HFE	protein_coding	+	1.05	0.92	Interior_Act1	7.63	6.14	Interior_Act1
ENSG00000010803.16	SCMH1	protein_coding	-	8.93	7.81	Interior_Act2	24.19	19.47	Interior_Act1
ENSG00000010810.17	FYN	protein_coding	-	52.2	45.68	Interior_Act3	54.17	43.6	Interior_Act1
ENSG00000010818.9	HIVEP2	protein_coding	-	3.25	2.84	Interior_Act3	4.25	3.42	Interior_Act3
ENSG00000010932.16	FMO1	protein_coding	+	0.03	0.03	Interior_Act3	0.04	0.03	Interior_Act3
ENSG00000011007.12	ELOA	protein_coding	+	32.78	28.68	Speckle	15.93	12.82	Speckle
ENSG00000011009.10	LYPLA2	protein_coding	+	74.1	64.84	Speckle	37.23	29.96	Speckle
ENSG00000011021.22	CLCN6	protein_coding	+	13.95	12.21	Speckle	7.73	6.22	Interior_Repr1
ENSG00000011028.13	MRC2	protein_coding	+	12.98	11.36	Interior_Act1	241.19	194.11	Speckle
ENSG00000011052.21	NME1-NME2	protein_coding	+	4.31	3.77	Interior_Act1	24.58	19.78	Interior_Act1
ENSG00000011083.8	SLC6A7	protein_coding	+	0.04	0.03	Interior_Act1	0	0	Speckle
ENSG00000011105.13	TSPAN9	protein_coding	+	15.6	13.66	Speckle	6.24	5.03	Interior_Act2
ENSG00000011114.14	BTBD7	protein_coding	-	24.76	21.66	Interior_Act2	5.89	4.74	Interior_Repr1
ENSG00000011132.11	APBA3	protein_coding	-	11.48	10.05	Speckle	18.05	14.52	Speckle
ENSG00000011143.16	MKS1	protein_coding	-	11.63	10.18	Speckle	6.24	5.02	Near_Lm1
ENSG00000011198.9	ABHD5	protein_coding	+	8.83	7.72	Interior_Act1	14.81	11.91	Interior_Repr1
ENSG00000011201.11	ANOS1	protein_coding	-	31.69	27.73	Interior_Act1	0	0	Interior_Repr2
ENSG00000011243.17	AKAP8L	protein_coding	-	73.95	64.71	Interior_Act2	65.02	52.33	Speckle
ENSG00000011258.15	MBTD1	protein_coding	-	27.58	24.13	Interior_Act1	3.52	2.84	Interior_Act1
ENSG00000011260.13	UTP18	protein_coding	+	46.03	40.28	Interior_Repr1	7.93	6.38	Interior_Repr1
ENSG00000011275.18	RNF216	protein_coding	-	16.87	14.76	Speckle	12.84	10.33	Speckle
ENSG00000011295.15	TTC19	protein_coding	+	29.51	25.83	Speckle	9	7.24	Speckle
ENSG00000011304.19	PTBP1	protein_coding	+	476.66	417.12	Speckle	116.45	93.71	Speckle
ENSG00000011332.19	DPF1	protein_coding	-	8.35	7.31	Speckle	1	0.81	Speckle
ENSG00000011347.9	SYT7	protein_coding	-	5.62	4.92	Speckle	0.07	0.06	Speckle
ENSG00000011376.10	LARS2	protein_coding	+	29.99	26.25	Speckle	3.17	2.55	Interior_Act1
ENSG00000011405.13	PIK3C2A	protein_coding	-	68.14	59.62	Interior_Act1	9.55	7.69	Interior_Repr1
ENSG00000011422.11	PLAUR	protein_coding	-	12.33	10.79	Interior_Act2	49.29	39.67	Speckle
ENSG00000011426.10	ANLN	protein_coding	+	48.37	42.32	Interior_Repr1	9.82	7.9	Interior_Act1
ENSG00000011451.19	WIZ	protein_coding	-	17.84	15.61	Interior_Act2	30.58	24.61	Interior_Act2
ENSG00000011454.16	RABGAP1	protein_coding	+	20.56	17.99	Interior_Act1	16.79	13.51	Interior_Act3
ENSG00000011465.16	DCN	protein_coding	-	0	0	Lamina	390.14	313.98	Interior_Act3
ENSG00000011478.11	QPCTL	protein_coding	+	13.53	11.84	Speckle	16.34	13.15	Speckle
ENSG00000011485.14	PPP5C	protein_coding	+	59.94	52.46	Speckle	37.51	30.18	Speckle
ENSG00000011523.13	CEP68	protein_coding	+	12.45	10.9	Interior_Act1	3.48	2.8	Interior_Act1
ENSG00000011566.14	MAP4K3	protein_coding	-	33.84	29.61	Interior_Act3	17.36	13.97	Interior_Act3
ENSG00000011590.13	ZBTB32	protein_coding	+	0.27	0.23	Speckle	0	0	Speckle
ENSG00000011600.11	TYROBP	protein_coding	-	0	0	Speckle	0	0	Speckle
ENSG00000011638.10	TMEM159	protein_coding	+	17.42	15.24	Interior_Act2	13.18	10.61	Near_Lm1
ENSG00000011677.12	GABRA3	protein_coding	-	3.63	3.18	Interior_Repr2	0	0	Interior_Repr2
ENSG00000012048.21	BRCA1	protein_coding	-	21.07	18.44	Speckle	2.53	2.04	Speckle
ENSG00000012061.15	ERCC1	protein_coding	-	23.98	20.98	Speckle	67.45	54.28	Speckle
ENSG00000012124.16	CD22	protein_coding	+	0.32	0.28	Interior_Act2	0.67	0.54	Interior_Act2
ENSG00000012171.19	SEMA3B	protein_coding	+	2.55	2.23	Speckle	35.49	28.56	Speckle
ENSG00000012174.11	MBTPS2	protein_coding	+	3.97	3.47	Interior_Act3	2.57	2.07	Interior_Repr2
ENSG00000012211.12	PRICKLE3	protein_coding	-	5.69	4.98	Interior_Act2	5.28	4.25	Speckle
ENSG00000012223.12	LTF	protein_coding	-	0.53	0.47	Speckle	0	0	Interior_Repr1
ENSG00000012232.8	EXTL3	protein_coding	+	41.68	36.47	Interior_Act1	4.92	3.96	Interior_Repr1
ENSG00000012504.14	NR1H4	protein_coding	+	0.03	0.03	Interior_Act3	0	0	Interior_Repr2
ENSG00000012660.13	ELOVL5	protein_coding	-	83.71	73.25	Interior_Repr1	29.86	24.03	Interior_Act1
ENSG00000012779.10	ALOX5	protein_coding	+	0.84	0.74	Near_Lm1	0.05	0.04	Near_Lm1
ENSG00000012822.15	CALCOCO1	protein_coding	-	10.9	9.54	Speckle	201.45	162.12	Speckle
ENSG00000012963.14	UBR7	protein_coding	+	15.27	13.36	Interior_Act2	6.7	5.39	Interior_Repr1
ENSG00000012983.11	MAP4K5	protein_coding	-	18.5	16.19	Interior_Act1	25.2	20.28	Interior_Act2
ENSG00000013016.15	EHD3	protein_coding	+	6.43	5.63	Interior_Repr2	10.9	8.77	Interior_Repr2
ENSG00000013275.7	PSMC4	protein_coding	+	67.79	59.32	Interior_Act2	73.15	58.87	Interior_Act2
ENSG00000013288.8	MAN2B2	protein_coding	+	2.16	1.89	Interior_Act2	19.91	16.02	Interior_Act2
ENSG00000013293.5	SLC7A14	protein_coding	-	0.51	0.45	Interior_Act3	0.32	0.26	Interior_Act3
ENSG00000013297.11	CLDN11	protein_coding	+	6.7	5.86	Interior_Act3	26.86	21.62	Interior_Act3
ENSG00000013306.15	SLC25A39	protein_coding	-	107.55	94.12	Speckle	77.85	62.65	Speckle
ENSG00000013364.18	MVP	protein_coding	+	1.03	0.9	Speckle	130.67	105.16	Speckle
ENSG00000013374.16	NUB1	protein_coding	+	23.33	20.42	Speckle	18.34	14.76	Interior_Act1
ENSG00000013375.15	PGM3	protein_coding	-	32.48	28.42	Lamina	32.77	26.38	Interior_Act3
ENSG00000013392.7	RWDD2A	protein_coding	+	1.91	1.68	Lamina	4.66	3.75	Interior_Act3
ENSG00000013441.15	CLK1	protein_coding	-	18.88	16.52	Interior_Act3	31.71	25.52	Interior_Act1
ENSG00000013503.9	POLR3B	protein_coding	+	7.07	6.18	Interior_Repr1	4.34	3.49	Interior_Act3
ENSG00000013523.9	ANGEL1	protein_coding	-	14.41	12.61	Interior_Act1	8.97	7.22	Near_Lm1
ENSG00000013561.17	RNF14	protein_coding	+	10.87	9.51	Interior_Act1	17.07	13.74	Interior_Act1
ENSG00000013563.13	DNASE1L1	protein_coding	-	4.67	4.09	Interior_Act2	65.5	52.71	Speckle
ENSG00000013573.16	DDX11	protein_coding	+	75.48	66.05	Interior_Act1	9.28	7.47	Near_Lm1
ENSG00000013583.9	HEBP1	protein_coding	-	30.1	26.34	Interior_Act1	64.06	51.55	Interior_Act1
ENSG00000013588.8	GPRC5A	protein_coding	+	0.55	0.48	Interior_Act1	119.92	96.51	Interior_Act1
ENSG00000013619.13	MAMLD1	protein_coding	+	0.05	0.05	Interior_Act3	4.07	3.28	Interior_Act1
ENSG00000013725.14	CD6	protein_coding	+	0.04	0.04	Interior_Act2	0	0	Interior_Repr1
ENSG00000013810.18	TACC3	protein_coding	+	79.39	69.48	Speckle	18.48	14.88	Speckle
ENSG00000014123.9	UFL1	protein_coding	+	5.48	4.8	Lamina	9.35	7.52	Lamina
ENSG00000014138.8	POLA2	protein_coding	+	16.76	14.67	Speckle	5.28	4.25	Speckle
ENSG00000014164.6	ZC3H3	protein_coding	-	11.98	10.48	Speckle	10.57	8.51	Speckle
ENSG00000014216.15	CAPN1	protein_coding	+	104.28	91.25	Speckle	81.74	65.78	Speckle
ENSG00000014257.15	ACPP	protein_coding	+	0.64	0.56	Interior_Repr1	0	0	Interior_Repr2
ENSG00000014641.17	MDH1	protein_coding	+	189.33	165.68	Interior_Act1	57.92	46.62	Interior_Act3
ENSG00000014824.13	SLC30A9	protein_coding	+	36.07	31.56	Interior_Act1	14.41	11.6	Interior_Act2
ENSG00000014914.20	MTMR11	protein_coding	-	2.57	2.25	Speckle	10.54	8.48	Interior_Act1
ENSG00000014919.12	COX15	protein_coding	-	19.63	17.18	Interior_Act1	10.83	8.71	Interior_Act1
ENSG00000015133.18	CCDC88C	protein_coding	-	30.99	27.12	Interior_Act1	0.46	0.37	Near_Lm1
ENSG00000015153.14	YAF2	protein_coding	-	1.17	1.02	Interior_Repr1	11.91	9.59	Interior_Act1
ENSG00000015171.19	ZMYND11	protein_coding	+	14.3	12.52	Interior_Act2	23.93	19.26	Interior_Act1
ENSG00000015285.10	WAS	protein_coding	+	0.34	0.29	Speckle	0.4	0.32	Speckle
ENSG00000015413.9	DPEP1	protein_coding	+	1.68	1.47	Speckle	0	0	Speckle
ENSG00000015475.18	BID	protein_coding	-	21.1	18.46	Near_Lm1	24.99	20.11	Interior_Act2
ENSG00000015479.18	MATR3	protein_coding	+	208.97	182.87	Interior_Act1	53.18	42.8	Interior_Act1
ENSG00000015520.14	NPC1L1	protein_coding	-	0.03	0.03	Speckle	0	0	Speckle
ENSG00000015532.9	XYLT2	protein_coding	+	15.02	13.14	Speckle	14.8	11.91	Speckle
ENSG00000015568.12	RGPD5	protein_coding	+	14.01	12.26	Interior_Act2	10	8.05	Interior_Act2
ENSG00000015592.16	STMN4	protein_coding	-	0.06	0.06	Interior_Repr1	0	0	Near_Lm1
ENSG00000015676.17	NUDCD3	protein_coding	-	50.29	44.01	Speckle	22.34	17.98	Speckle
ENSG00000016082.14	ISL1	protein_coding	+	0.1	0.09	Speckle	1.05	0.85	Speckle
ENSG00000016391.10	CHDH	protein_coding	-	5.54	4.85	Interior_Act2	0	0	Interior_Repr1
ENSG00000016402.13	IL20RA	protein_coding	-	0.89	0.78	Interior_Act3	0	0	Interior_Repr2
ENSG00000016490.15	CLCA1	protein_coding	+	0	0	Lamina	0	0	Interior_Repr2
ENSG00000016602.9	CLCA4	protein_coding	+	0	0	Lamina	0	0	Interior_Repr2
ENSG00000016864.18	GLT8D1	protein_coding	-	18.02	15.77	Speckle	75.78	60.99	Speckle
ENSG00000017260.19	ATP2C1	protein_coding	+	36.78	32.18	Interior_Repr1	28.84	23.21	Interior_Repr2
ENSG00000017427.16	IGF1	protein_coding	-	0	0	Lamina	2.85	2.3	Interior_Repr2
ENSG00000017483.14	SLC38A5	protein_coding	-	38.07	33.32	Interior_Act2	0	0	Interior_Act2
ENSG00000017797.12	RALBP1	protein_coding	+	36.38	31.83	Interior_Act1	16.34	13.15	Interior_Act2
ENSG00000018189.12	RUFY3	protein_coding	+	17.78	15.56	Interior_Act3	49.91	40.16	Interior_Act1
ENSG00000018236.14	CNTN1	protein_coding	+	11.7	10.24	Near_Lm2	0	0	Near_Lm2
ENSG00000018280.16	SLC11A1	protein_coding	+	0.23	0.2	Interior_Act1	0.02	0.02	Speckle
ENSG00000018408.14	WWTR1	protein_coding	-	9.98	8.73	Interior_Act3	10.15	8.17	Interior_Act3
ENSG00000018510.14	AGPS	protein_coding	+	31.01	27.14	Interior_Act3	4.75	3.82	Interior_Act3
ENSG00000018610.14	CXorf56	protein_coding	-	15.93	13.94	Interior_Act1	10.16	8.17	Interior_Act1
ENSG00000018625.14	ATP1A2	protein_coding	+	21.3	18.64	Interior_Act1	6.22	5	Interior_Act1
ENSG00000018699.12	TTC27	protein_coding	+	15.64	13.69	Interior_Act3	4.56	3.67	Interior_Act1
ENSG00000018869.16	ZNF582	protein_coding	-	3.09	2.7	Interior_Act2	1.54	1.24	Interior_Repr1
ENSG00000019102.11	VSIG2	protein_coding	-	0.04	0.04	Interior_Act3	0	0	Interior_Repr1
ENSG00000019144.18	PHLDB1	protein_coding	+	40.18	35.16	Speckle	92.7	74.61	Speckle
ENSG00000019169.10	MARCO	protein_coding	+	0.03	0.02	Interior_Act1	0	0	Interior_Repr2
ENSG00000019186.9	CYP24A1	protein_coding	-	0	0	Near_Lm2	0	0	Near_Lm1
ENSG00000019485.13	PRDM11	protein_coding	+	6.26	5.48	Interior_Act2	1.39	1.12	Interior_Act2
ENSG00000019505.7	SYT13	protein_coding	-	7.08	6.2	Interior_Act2	0	0	Near_Lm1
ENSG00000019549.11	SNAI2	protein_coding	-	0.82	0.72	Interior_Repr1	37.36	30.07	Interior_Act1
ENSG00000019582.14	CD74	protein_coding	-	24.62	21.55	Interior_Act1	3.81	3.07	Speckle
ENSG00000019991.16	HGF	protein_coding	-	0.32	0.28	Lamina	1.07	0.86	Interior_Act3
ENSG00000019995.6	ZRANB1	protein_coding	+	10.71	9.37	Interior_Act1	6.66	5.36	Interior_Act1
ENSG00000020129.15	NCDN	protein_coding	+	19.03	16.66	Speckle	21.57	17.36	Interior_Act1
ENSG00000020181.17	ADGRA2	protein_coding	+	2.41	2.11	Interior_Act1	70.82	57	Speckle
ENSG00000020256.19	ZFP64	protein_coding	-	13.56	11.86	Interior_Repr1	11.06	8.9	Interior_Act2
ENSG00000020426.10	MNAT1	protein_coding	+	27.95	24.46	Interior_Repr1	26.81	21.57	Interior_Act2
ENSG00000020577.13	SAMD4A	protein_coding	+	6.63	5.8	Interior_Act1	11.07	8.91	Interior_Act2
ENSG00000020633.18	RUNX3	protein_coding	-	0.44	0.39	Speckle	0	0	Speckle
ENSG00000020922.12	MRE11	protein_coding	-	23.32	20.41	Interior_Act3	3.96	3.19	Interior_Act3
ENSG00000021300.13	PLEKHB1	protein_coding	+	7.97	6.97	Speckle	0.29	0.24	Speckle
ENSG00000021355.12	SERPINB1	protein_coding	-	9.3	8.14	Interior_Act1	18.32	14.74	Interior_Act1
ENSG00000021461.16	CYP3A43	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Repr1
ENSG00000021488.12	SLC7A9	protein_coding	-	0.06	0.05	Interior_Act2	0.05	0.04	Interior_Act2
ENSG00000021574.12	SPAST	protein_coding	+	19.32	16.9	Interior_Act1	1.99	1.6	Interior_Act3
ENSG00000021645.18	NRXN3	protein_coding	+	2.21	1.93	Lamina	0.3	0.24	Near_Lm2
ENSG00000021762.19	OSBPL5	protein_coding	-	5.31	4.65	Interior_Act2	13.68	11.01	Speckle
ENSG00000021776.10	AQR	protein_coding	-	30.9	27.04	Interior_Repr1	30.42	24.48	Interior_Act2
ENSG00000021826.15	CPS1	protein_coding	+	8.43	7.38	Lamina	2.19	1.77	Lamina
ENSG00000021852.12	C8B	protein_coding	-	0	0	Interior_Act3	0	0	Interior_Repr2
ENSG00000022267.16	FHL1	protein_coding	+	30.31	26.52	Interior_Repr1	367.67	295.9	Interior_Repr1
ENSG00000022277.12	RTF2	protein_coding	+	27.51	24.07	Interior_Act2	72.05	57.99	Near_Lm1
ENSG00000022355.16	GABRA1	protein_coding	+	8.68	7.6	Lamina	0	0	Lamina
ENSG00000022556.15	NLRP2	protein_coding	+	1.32	1.16	Interior_Act2	0	0	Interior_Act2
ENSG00000022567.9	SLC45A4	protein_coding	-	19.86	17.38	Interior_Act1	1.59	1.28	Interior_Repr1
ENSG00000022840.15	RNF10	protein_coding	+	91.96	80.47	Speckle	137.21	110.43	Speckle
ENSG00000022976.15	ZNF839	protein_coding	+	5.07	4.44	Speckle	9.23	7.43	Speckle
ENSG00000023041.11	ZDHHC6	protein_coding	-	14.71	12.87	Interior_Act3	30.42	24.48	Interior_Act3
ENSG00000023171.17	GRAMD1B	protein_coding	+	11.36	9.94	Interior_Act1	9.23	7.42	Interior_Act1
ENSG00000023191.16	RNH1	protein_coding	-	26.75	23.41	Speckle	151.41	121.86	Speckle
ENSG00000023228.13	NDUFS1	protein_coding	-	52.06	45.56	Interior_Act1	19.96	16.06	Interior_Repr2
ENSG00000023287.12	RB1CC1	protein_coding	-	36.96	32.34	Near_Lm2	10.41	8.38	Near_Lm2
ENSG00000023318.7	ERP44	protein_coding	-	8.36	7.32	Interior_Act3	24.04	19.35	Interior_Act3
ENSG00000023330.14	ALAS1	protein_coding	+	24.65	21.57	Speckle	16.8	13.52	Speckle
ENSG00000023445.13	BIRC3	protein_coding	+	0.11	0.09	Interior_Act3	0.1	0.08	Interior_Act1
ENSG00000023516.8	AKAP11	protein_coding	+	11.75	10.28	Interior_Repr1	3.96	3.19	Interior_Act2
ENSG00000023572.9	GLRX2	protein_coding	-	7.23	6.33	Interior_Act3	15.39	12.39	Interior_Act3
ENSG00000023608.4	SNAPC1	protein_coding	+	5.95	5.21	Interior_Repr1	8.43	6.78	Interior_Act2
ENSG00000023697.12	DERA	protein_coding	+	9.16	8.02	Lamina	14.41	11.6	Interior_Repr1
ENSG00000023734.10	STRAP	protein_coding	+	134.89	118.04	Lamina	47.23	38.01	Interior_Act1
ENSG00000023839.11	ABCC2	protein_coding	+	0.59	0.51	Interior_Act1	0.65	0.52	Interior_Act1
ENSG00000023892.10	DEF6	protein_coding	+	2.21	1.94	Speckle	2.6	2.09	Speckle
ENSG00000023902.13	PLEKHO1	protein_coding	+	19.89	17.41	Speckle	30.86	24.83	Speckle
ENSG00000023909.9	GCLM	protein_coding	-	6.89	6.03	Interior_Act1	16.92	13.62	Interior_Act1
ENSG00000024048.10	UBR2	protein_coding	+	10.46	9.15	Speckle	7.35	5.91	Speckle
ENSG00000024422.11	EHD2	protein_coding	+	7.69	6.73	Speckle	212.89	171.33	Speckle
ENSG00000024526.16	DEPDC1	protein_coding	-	24.99	21.87	Lamina	0.48	0.39	Interior_Repr2
ENSG00000024862.17	CCDC28A	protein_coding	+	6.5	5.68	Interior_Act3	11.55	9.29	Interior_Act3
ENSG00000025039.14	RRAGD	protein_coding	-	16.54	14.48	Interior_Act1	0	0	Interior_Repr2
ENSG00000025156.12	HSF2	protein_coding	+	8.73	7.64	Interior_Act3	6.45	5.19	Lamina
ENSG00000025293.16	PHF20	protein_coding	+	37.63	32.93	Speckle	8.68	6.98	Speckle
ENSG00000025423.11	HSD17B6	protein_coding	+	2.26	1.98	Speckle	3.68	2.96	Speckle
ENSG00000025434.18	NR1H3	protein_coding	+	10.67	9.34	Speckle	6.68	5.37	Speckle
ENSG00000025708.13	TYMP	protein_coding	-	0.23	0.2	Speckle	1.83	1.47	Speckle
ENSG00000025770.18	NCAPH2	protein_coding	+	33.42	29.24	Speckle	14.24	11.46	Speckle
ENSG00000025772.7	TOMM34	protein_coding	-	17.26	15.11	Interior_Act2	28.97	23.32	Interior_Act2
ENSG00000025796.13	SEC63	protein_coding	-	65.16	57.02	Interior_Act1	57.15	45.99	Interior_Repr2
ENSG00000025800.13	KPNA6	protein_coding	+	64.33	56.29	Speckle	11.26	9.06	Speckle
ENSG00000026025.15	VIM	protein_coding	+	199.73	174.78	Near_Lm2	3808.44	3064.99	Interior_Act1
ENSG00000026036.22	RTEL1-TNFRSF6B	protein_coding	+	3	2.62	Speckle	4.8	3.87	Speckle
ENSG00000026103.21	FAS	protein_coding	+	2.15	1.88	Lamina	24.37	19.61	Interior_Act3
ENSG00000026297.15	RNASET2	protein_coding	-	12.29	10.76	Interior_Act1	25.92	20.86	Interior_Repr2
ENSG00000026508.18	CD44	protein_coding	+	6.31	5.52	Interior_Repr1	192.15	154.64	Interior_Act1
ENSG00000026559.13	KCNG1	protein_coding	-	8.6	7.53	Interior_Act2	8.72	7.02	Interior_Act2
ENSG00000026652.13	AGPAT4	protein_coding	-	12.77	11.18	Interior_Act3	2.5	2.01	Interior_Act1
ENSG00000026751.16	SLAMF7	protein_coding	+	0	0	Interior_Act1	0	0	Interior_Repr2
ENSG00000026950.16	BTN3A1	protein_coding	+	3.03	2.65	Interior_Act1	13.99	11.26	Interior_Act1
ENSG00000027001.9	MIPEP	protein_coding	-	13.01	11.39	Near_Lm1	5.01	4.03	Interior_Act2
ENSG00000027075.14	PRKCH	protein_coding	+	3.42	2.99	Interior_Repr1	0.13	0.1	Near_Lm1
ENSG00000027644.4	INSRR	protein_coding	-	0.02	0.02	Speckle	0	0	Speckle
ENSG00000027697.14	IFNGR1	protein_coding	-	11.22	9.82	Interior_Act3	24.53	19.74	Interior_Repr2
ENSG00000027847.13	B4GALT7	protein_coding	+	10.03	8.77	Interior_Act2	25.76	20.73	Interior_Repr1
ENSG00000027869.11	SH2D2A	protein_coding	-	1.76	1.54	Speckle	0	0	Speckle
ENSG00000028116.17	VRK2	protein_coding	+	14.9	13.04	Interior_Act3	7.78	6.26	Interior_Repr2
ENSG00000028137.18	TNFRSF1B	protein_coding	+	1.56	1.37	Interior_Act2	0.05	0.04	Interior_Repr1
ENSG00000028203.17	VEZT	protein_coding	+	30.13	26.36	Interior_Act1	25.47	20.5	Interior_Act1
ENSG00000028277.21	POU2F2	protein_coding	-	3.3	2.89	Interior_Act2	2.59	2.09	Speckle
ENSG00000028310.17	BRD9	protein_coding	-	26.53	23.22	Interior_Act2	15.31	12.32	Interior_Act2
ENSG00000028528.14	SNX1	protein_coding	+	32.09	28.08	Speckle	40.21	32.36	Interior_Act1
ENSG00000028839.9	TBPL1	protein_coding	+	35.95	31.46	Interior_Act3	19.56	15.74	Interior_Act3
ENSG00000029153.14	ARNTL2	protein_coding	+	11.07	9.68	Interior_Repr1	1.11	0.89	Interior_Act1
ENSG00000029363.16	BCLAF1	protein_coding	-	123.28	107.88	Interior_Act3	42.79	34.44	Interior_Act3
ENSG00000029364.11	SLC39A9	protein_coding	+	23.73	20.77	Interior_Act1	16.06	12.92	Interior_Act2
ENSG00000029534.20	ANK1	protein_coding	-	3.7	3.24	Interior_Act2	0.38	0.31	Interior_Act1
ENSG00000029559.6	IBSP	protein_coding	+	0.03	0.03	Interior_Act1	0	0	Interior_Repr2
ENSG00000029639.10	TFB1M	protein_coding	-	26.52	23.21	Interior_Act3	14.18	11.41	Interior_Act1
ENSG00000029725.16	RABEP1	protein_coding	+	28.06	24.55	Speckle	8.13	6.54	Speckle
ENSG00000029993.14	HMGB3	protein_coding	+	185.74	162.53	Interior_Act1	13.25	10.66	Interior_Repr1
ENSG00000030066.13	NUP160	protein_coding	-	53.87	47.14	Interior_Act2	6.67	5.36	Speckle
ENSG00000030110.12	BAK1	protein_coding	-	23.25	20.34	Speckle	10.24	8.24	Speckle
ENSG00000030304.13	MUSK	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Act3
ENSG00000030419.16	IKZF2	protein_coding	-	2.35	2.06	Lamina	1.17	0.94	Interior_Repr2
ENSG00000030582.17	GRN	protein_coding	+	57.73	50.52	Speckle	295.48	237.8	Speckle
ENSG00000031003.10	FAM13B	protein_coding	-	9.13	7.99	Interior_Act1	13.26	10.67	Interior_Act1
ENSG00000031081.10	ARHGAP31	protein_coding	+	4.09	3.58	Interior_Act1	2.8	2.25	Interior_Act1
ENSG00000031691.6	CENPQ	protein_coding	+	10.55	9.23	Lamina	1.5	1.2	Near_Lm2
ENSG00000031698.12	SARS	protein_coding	+	78.49	68.68	Interior_Act1	201.4	162.08	Speckle
ENSG00000031823.14	RANBP3	protein_coding	-	51.23	44.83	Interior_Act2	37.16	29.9	Speckle
ENSG00000032219.18	ARID4A	protein_coding	+	7.86	6.88	Interior_Repr1	4.83	3.89	Interior_Act2
ENSG00000032389.12	EIPR1	protein_coding	-	14.14	12.37	Interior_Act1	14.5	11.67	Interior_Act1
ENSG00000032444.16	PNPLA6	protein_coding	+	64.87	56.77	Interior_Act2	73.77	59.37	Speckle
ENSG00000032742.17	IFT88	protein_coding	+	3.1	2.71	Near_Lm1	5.41	4.35	Interior_Act2
ENSG00000033011.12	ALG1	protein_coding	+	18.71	16.37	Speckle	21.53	17.33	Interior_Act2
ENSG00000033030.13	ZCCHC8	protein_coding	-	15.5	13.56	Speckle	19.14	15.41	Speckle
ENSG00000033050.8	ABCF2	protein_coding	-	29.53	25.84	Speckle	23.38	18.82	Interior_Repr1
ENSG00000033100.16	CHPF2	protein_coding	+	11.05	9.67	Speckle	56.72	45.65	Interior_Repr1
ENSG00000033122.18	LRRC7	protein_coding	+	0.09	0.08	Lamina	0.05	0.04	Lamina
ENSG00000033170.16	FUT8	protein_coding	+	13.49	11.8	Interior_Repr2	21.67	17.44	Interior_Act2
ENSG00000033178.12	UBA6	protein_coding	-	39.88	34.9	Lamina	13.69	11.02	Interior_Repr2
ENSG00000033327.12	GAB2	protein_coding	-	7.51	6.57	Interior_Act1	3.99	3.21	Interior_Act1
ENSG00000033627.16	ATP6V0A1	protein_coding	+	29.69	25.98	Speckle	31.79	25.58	Speckle
ENSG00000033800.13	PIAS1	protein_coding	+	16.55	14.49	Interior_Act1	22.08	17.77	Interior_Act1
ENSG00000033867.16	SLC4A7	protein_coding	-	37.83	33.11	Interior_Act3	15.88	12.78	Interior_Act1
ENSG00000034053.14	APBA2	protein_coding	+	8.32	7.28	Interior_Act2	1.07	0.86	Near_Lm1
ENSG00000034152.18	MAP2K3	protein_coding	+	18.01	15.76	Interior_Act2	37.13	29.88	Interior_Act2
ENSG00000034239.10	EFCAB1	protein_coding	-	0.02	0.02	Interior_Repr1	0	0	Interior_Act1
ENSG00000034510.5	TMSB10	protein_coding	+	577.12	505.03	Interior_Act1	5023.11	4042.54	Interior_Act1
ENSG00000034533.11	ASTE1	protein_coding	-	0.02	0.02	Interior_Repr1	3.17	2.55	Interior_Repr2
ENSG00000034677.12	RNF19A	protein_coding	-	7.87	6.89	Interior_Act3	10.76	8.66	Interior_Act3
ENSG00000034693.14	PEX3	protein_coding	+	9.02	7.89	Interior_Act3	11.32	9.11	Interior_Act3
ENSG00000034713.7	GABARAPL2	protein_coding	+	38.27	33.49	Interior_Act1	44.94	36.17	Interior_Act1
ENSG00000034971.16	MYOC	protein_coding	-	0	0	Interior_Act3	0.18	0.14	Interior_Act3
ENSG00000035115.21	SH3YL1	protein_coding	-	19.95	17.45	Interior_Act1	24.84	19.99	Interior_Repr2
ENSG00000035141.7	FAM136A	protein_coding	-	65.54	57.35	Interior_Act1	16.73	13.46	Interior_Act1
ENSG00000035403.17	VCL	protein_coding	+	202.38	177.1	Speckle	47.07	37.88	Speckle
ENSG00000035499.12	DEPDC1B	protein_coding	-	36.2	31.68	Interior_Repr2	0.28	0.23	Near_Lm2
